ID_Usuario;Sexo;Nome;Idade;Email;Telefone; Renda_anual ; Valor_Em_Compras ;Score_Fidelidade;Regi�o;Fequencia_de_compra;M�dia_salarial_Mensal;Valor_Unitario_M�dio;Data_da_Compra;M�s_da_Compra;Ano_da_Compra
386;M;Usuário_386;44;usuario386@exemplo.com;+55 53132-4081;R$ 112.633,67;R$ 9.949;6,2;Centro-Oeste;12;R$ 9.386,14;R$ 829,05;20/02/2020;Fevereiro;2020
836;M;Usuário_386;44;usuario386@exemplo.com;+55 53132-4081;R$ 112.633,67;R$ 486,00;3,8;Centro-Oeste;12;R$ 9.386,14;R$ 40,50;20/02/2020;Fevereiro;2020
482;F;Usuário_482;64;usuario482@exemplo.com;+55 85511-6540;R$ 170.181,77;R$ 6.227;6,1;Nordeste;6;R$ 14.181,81;R$ 1.037,89;19/05/2022;Maio;2022
446;F;Usuário_446;55;usuario446@exemplo.com;+55 75524-1229;R$ 49.458,37;R$ 15.044;5,3;Norte;6;R$ 4.121,53;R$ 2.507,26;27/02/2020;Fevereiro;2020
413;M;Usuário_413;36;usuario413@exemplo.com;+55 14801-4166;R$ 107.891,50;R$ 8.759;6,3;Centro-Oeste;8;R$ 8.990,96;R$ 1.094,93;27/02/2020;Fevereiro;2020
361;F;Usuário_361;35;usuario361@exemplo.com;+55 49611-4531;R$ 193.603,86;R$ 220;1,4;Sudeste;12;R$ 16.133,66;R$ 18,37;09/04/2018;Abril;2018
794;F;Usuário_344;40;usuario344@exemplo.com;+55 91925-7200;R$ 175.056,02;R$ 893,00;4,8;Nordeste;10;R$ 14.588,00;R$ 89,30;19/05/2022;Maio;2022
555;M;Usuário_555;29;usuario555@exemplo.com;+55 25772-8493;R$ 180.033,66;R$ 18.128;4,1;Sudeste;3;R$ 15.002,81;R$ 6.042,74;11/04/2019;Abril;2019
366;F;Usuário_366;30;usuario366@exemplo.com;+55 13439-7096;R$ 66.390,66;R$ 2.960;9,2;Sul;9;R$ 5.532,56;R$ 328,89;09/04/2021;Abril;2021
863;M;Usuário_413;36;usuario413@exemplo.com;+55 14801-4166;R$ 107.891,50;R$ 187,00;5,4;Centro-Oeste;8;R$ 8.990,96;R$ 23,38;27/02/2020;Fevereiro;2020
1005;M;Usuário_555;29;usuario555@exemplo.com;+55 25772-8493;R$ 180.033,66;R$ 370,00;3,8;Sudeste;3;R$ 15.002,81;R$ 123,33;11/04/2019;Abril;2019
896;F;Usuário_446;55;usuario446@exemplo.com;+55 75524-1229;R$ 49.458,37;R$ 222,00;7,5;Norte;6;R$ 4.121,53;R$ 37,00;27/02/2020;Fevereiro;2020
816;F;Usuário_366;30;usuario366@exemplo.com;+55 13439-7096;R$ 66.390,66;R$ 919,00;6,9;Sul;9;R$ 5.532,56;R$ 102,11;09/04/2021;Abril;2021
811;F;Usuário_361;35;usuario361@exemplo.com;+55 49611-4531;R$ 193.603,86;R$ 455,00;1,5;Sudeste;12;R$ 16.133,66;R$ 37,92;09/04/2018;Abril;2018
293;M;Usuário_293;35;usuario293@exemplo.com;+55 85404-3423;R$ 165.929,57;R$ 10.679;9;Sul;12;R$ 13.827,46;R$ 889,90;21/04/2021;Abril;2021
293;M;Usuário_293;35;usuario293@exemplo.com;+55 85404-3423;R$ 165.929,57;R$ 10.679;9;Sul;12;R$ 13.827,46;R$ 889,90;21/03/2021;Mar�o;2021
485;F;Usuário_485;29;usuario485@exemplo.com;+55 37506-5079;R$ 65.366,78;R$ 19.566;3,9;Centro-Oeste;8;R$ 5.447,23;R$ 2.445,73;26/03/2019;Mar�o;2019
845;M;Usuário_395;46;usuario395@exemplo.com;+55 61410-8758;R$ 107.318,09;R$ 116,00;8,5;Nordeste;12;R$ 8.943,17;R$ 9,67;27/08/2023;Agosto;2023
381;M;Usuário_381;70;usuario381@exemplo.com;+55 28537-1223;R$ 42.492,81;R$ 6.574;4,2;Sul;10;R$ 3.541,07;R$ 657,38;02/03/2020;Mar�o;2020
415;M;Usuário_415;27;usuario415@exemplo.com;+55 35672-6009;R$ 63.124,78;R$ 5.055;4,2;Norte;3;R$ 5.260,40;R$ 1.685,09;21/04/2021;Abril;2021
932;F;Usuário_482;64;usuario482@exemplo.com;+55 85511-6540;R$ 170.181,77;R$ 116,00;7,4;Nordeste;6;R$ 14.181,81;R$ 19,33;19/05/2022;Maio;2022
491;M;Usuário_491;26;usuario491@exemplo.com;+55 50847-7448;R$ 60.565,70;R$ 5.295;9,5;Sudeste;9;R$ 5.047,14;R$ 588,29;19/04/2022;Abril;2022
743;M;Usuário_293;35;usuario293@exemplo.com;+55 85404-3423;R$ 165.929,57;R$ 342,00;7,2;Sul;12;R$ 13.827,46;R$ 28,50;21/04/2021;Abril;2021
145;F;Eunice;40;Eunice@email.com;(71) 32035-6363;R$ 60.000,00;450;5,4;Oeste;20;R$ 5.000,00;R$ 22,50;12/10/2023;Outubro;2023
865;M;Usuário_415;27;usuario415@exemplo.com;+55 35672-6009;R$ 63.124,78;R$ 492,00;6,1;Norte;3;R$ 5.260,40;R$ 164,00;21/04/2021;Abril;2021
935;F;Usuário_485;29;usuario485@exemplo.com;+55 37506-5079;R$ 65.366,78;R$ 359,00;8,6;Centro-Oeste;8;R$ 5.447,23;R$ 44,88;26/03/2019;Mar�o;2019
253;M;Usuário_253;45;usuario253@exemplo.com;+55 57835-9746;R$ 73.665,87;R$ 6.843;4,4;Norte;10;R$ 6.138,82;R$ 684,29;05/05/2021;Maio;2021
308;F;Usuário_308;53;usuario308@exemplo.com;+55 74320-6160;R$ 195.816,97;R$ 8.500;2,8;Centro-Oeste;9;R$ 16.318,08;R$ 944,44;05/05/2021;Maio;2021
668;F;Usuário_668;58;usuario668@exemplo.com;+55 36469-3343;R$ 106.679,28;R$ 8.387;1,6;Norte;8;R$ 8.889,94;R$ 1.048,38;16/04/2018;Abril;2018
941;M;Usuário_491;26;usuario491@exemplo.com;+55 50847-7448;R$ 60.565,70;R$ 472,00;7,4;Sudeste;9;R$ 5.047,14;R$ 52,44;19/04/2022;Abril;2022
831;M;Usuário_381;70;usuario381@exemplo.com;+55 28537-1223;R$ 42.492,81;R$ 826,00;6,6;Sul;10;R$ 3.541,07;R$ 82,60;02/03/2020;Mar�o;2020
703;M;Usuário_253;45;usuario253@exemplo.com;+55 57835-9746;R$ 73.665,87;R$ 720,00;7,5;Norte;10;R$ 6.138,82;R$ 72,00;05/05/2021;Maio;2021
207;M;Isack;54;Isack@email.com;(75) 92230-2049;R$ 74.000,00;630;10;Sul;27;R$ 6.166,67;R$ 23,33;30/08/2023;Agosto;2023
758;F;Usuário_308;53;usuario308@exemplo.com;+55 74320-6160;R$ 195.816,97;R$ 385,00;7,9;Centro-Oeste;9;R$ 16.318,08;R$ 42,78;05/05/2021;Maio;2021
576;F;Usuário_576;26;usuario576@exemplo.com;+55 91954-8521;R$ 119.341,44;R$ 19.991;1,4;Centro-Oeste;10;R$ 9.945,12;R$ 1.999,10;08/03/2020;Mar�o;2020
1118;F;Usuário_668;58;usuario668@exemplo.com;+55 36469-3343;R$ 106.679,28;R$ 95,00;7,4;Norte;8;R$ 8.889,94;R$ 11,88;16/04/2018;Abril;2018
270;M;Usuário_270;33;usuario270@exemplo.com;+55 56738-2391;R$ 29.153,86;R$ 11.750;5,4;Norte;6;R$ 2.429,49;R$ 1.958,28;07/05/2022;Maio;2022
248;F;Usuário_248;18;usuario248@exemplo.com;+55 82239-7081;R$ 195.263,11;R$ 6.305;8,4;Centro-Oeste;7;R$ 16.271,93;R$ 900,67;20/05/2022;Maio;2022
255;F;Usuário_255;54;usuario255@exemplo.com;+55 33684-4614;R$ 105.069,19;R$ 9.882;4,1;Nordeste;4;R$ 8.755,77;R$ 2.470,44;10/05/2021;Maio;2021
698;F;Usuário_248;18;usuario248@exemplo.com;+55 82239-7081;R$ 195.263,11;R$ 718,00;9,2;Centro-Oeste;7;R$ 16.271,93;R$ 102,57;20/05/2022;Maio;2022
470;F;Usuário_470;44;usuario470@exemplo.com;+55 74762-8787;R$ 54.474,48;R$ 17.060;4,1;Nordeste;7;R$ 4.539,54;R$ 2.437,08;08/04/2019;Abril;2019
357;F;Usuário_357;19;usuario357@exemplo.com;+55 97107-9551;R$ 21.269,56;R$ 7.161;9,2;Centro-Oeste;9;R$ 1.772,46;R$ 795,66;22/05/2022;Maio;2022
353;M;Usuário_353;29;usuario353@exemplo.com;+55 26602-2597;R$ 88.815,19;R$ 1.275;1,1;Sudeste;6;R$ 7.401,27;R$ 212,50;19/04/2018;Abril;2018
720;M;Usuário_270;33;usuario270@exemplo.com;+55 56738-2391;R$ 29.153,86;R$ 793,00;8,2;Norte;6;R$ 2.429,49;R$ 132,17;07/05/2022;Maio;2022
803;M;Usuário_353;29;usuario353@exemplo.com;+55 26602-2597;R$ 88.815,19;R$ 823,00;5,4;Sudeste;6;R$ 7.401,27;R$ 137,17;19/04/2018;Abril;2018
414;M;Usuário_414;29;usuario414@exemplo.com;+55 53046-7089;R$ 105.061,57;R$ 15.121;8,4;Centro-Oeste;6;R$ 8.755,13;R$ 2.520,17;13/04/2019;Abril;2019
552;M;Usuário_552;32;usuario552@exemplo.com;+55 46538-5431;R$ 140.755,71;R$ 6.592;8;Norte;10;R$ 11.729,64;R$ 659,22;14/05/2022;Maio;2022
1026;F;Usuário_576;26;usuario576@exemplo.com;+55 91954-8521;R$ 119.341,44;R$ 593,00;4,1;Centro-Oeste;10;R$ 9.945,12;R$ 59,30;08/03/2020;Mar�o;2020
139;M;Evann;50;Evann@email.com;(78) 64109-2110;R$ 70.000,00;600;5,7;Oeste;25;R$ 5.833,33;R$ 24,00;03/09/2023;Setembro;2023
216;F;Ismara;43;Ismara@email.com;(71) 16294-5307;R$ 63.000,00;470;6,2;Sul;21;R$ 5.250,00;R$ 22,38;12/10/2023;Outubro;2023
468;F;Usuário_468;52;usuario468@exemplo.com;+55 93270-9820;R$ 110.794,49;R$ 4.615;9,1;Sudeste;2;R$ 9.232,87;R$ 2.307,33;14/10/2023;Outubro;2023
613;M;Usuário_613;55;usuario613@exemplo.com;+55 78841-9036;R$ 179.333,19;R$ 1.158;9,3;Norte;6;R$ 14.944,43;R$ 192,96;13/04/2019;Abril;2019
282;F;Usuário_282;39;usuario282@exemplo.com;+55 64368-8553;R$ 180.761,48;R$ 18.421;9,8;Sul;11;R$ 15.063,46;R$ 1.674,63;23/04/2018;Abril;2018
864;M;Usuário_414;29;usuario414@exemplo.com;+55 53046-7089;R$ 105.061,57;R$ 931,00;3,4;Centro-Oeste;6;R$ 8.755,13;R$ 155,17;13/04/2019;Abril;2019
463;F;Usuário_463;30;usuario463@exemplo.com;+55 78705-4282;R$ 51.046,52;R$ 319;2,9;Norte;2;R$ 4.253,88;R$ 159,33;21/03/2020;Mar�o;2020
1002;M;Usuário_552;32;usuario552@exemplo.com;+55 46538-5431;R$ 140.755,71;R$ 585,00;3,5;Norte;10;R$ 11.729,64;R$ 58,50;14/05/2022;Maio;2022
918;F;Usuário_468;52;usuario468@exemplo.com;+55 93270-9820;R$ 110.794,49;R$ 335,00;8,2;Sudeste;2;R$ 9.232,87;R$ 167,50;14/10/2023;Outubro;2023
665;F;Usuário_665;24;usuario665@exemplo.com;+55 58420-9474;R$ 101.222,93;R$ 1.898;3,6;Nordeste;11;R$ 8.435,24;R$ 172,55;15/10/2023;Outubro;2023
913;F;Usuário_463;30;usuario463@exemplo.com;+55 78705-4282;R$ 51.046,52;R$ 793,00;5;Norte;2;R$ 4.253,88;R$ 396,50;21/03/2020;Mar�o;2020
732;F;Usuário_282;39;usuario282@exemplo.com;+55 64368-8553;R$ 180.761,48;R$ 874,00;7,7;Sul;11;R$ 15.063,46;R$ 79,45;23/04/2018;Abril;2018
920;F;Usuário_470;44;usuario470@exemplo.com;+55 74762-8787;R$ 54.474,48;R$ 85,00;6,1;Nordeste;7;R$ 4.539,54;R$ 12,14;08/04/2019;Abril;2019
551;M;Usuário_551;46;usuario551@exemplo.com;+55 75269-6180;R$ 120.412,63;R$ 13.999;3,3;Nordeste;7;R$ 10.034,39;R$ 1.999,92;26/04/2018;Abril;2018
209;M;Isa�;31;Isa�@email.com;(45) 28506-2178;R$ 51.000,00;340;4,4;Norte;17;R$ 4.250,00;R$ 20,00;03/09/2023;Setembro;2023
807;F;Usuário_357;19;usuario357@exemplo.com;+55 97107-9551;R$ 21.269,56;R$ 834,00;8,5;Centro-Oeste;9;R$ 1.772,46;R$ 92,67;22/05/2022;Maio;2022
1115;F;Usuário_665;24;usuario665@exemplo.com;+55 58420-9474;R$ 101.222,93;R$ 828,00;2,1;Nordeste;11;R$ 8.435,24;R$ 75,27;15/10/2023;Outubro;2023
205;M;Isaak;40;Isaak@email.com;(50) 85469-6372;R$ 60.000,00;450;3;Oeste;20;R$ 5.000,00;R$ 22,50;04/09/2023;Setembro;2023
1001;M;Usuário_551;46;usuario551@exemplo.com;+55 75269-6180;R$ 120.412,63;R$ 403,00;2,7;Nordeste;7;R$ 10.034,39;R$ 57,57;26/04/2018;Abril;2018
583;F;Usuário_583;70;usuario583@exemplo.com;+55 38016-6736;R$ 182.209,20;R$ 11.008;9,2;Sudeste;10;R$ 15.184,10;R$ 1.100,82;20/06/2022;Junho;2022
705;F;Usuário_255;54;usuario255@exemplo.com;+55 33684-4614;R$ 105.069,19;R$ 174,00;1,8;Nordeste;4;R$ 8.755,77;R$ 43,50;10/05/2021;Maio;2021
127;F;Ellena;41;Ellena@email.com;(46) 49039-1814;R$ 61.000,00;480;2,7;Oeste;22;R$ 5.083,33;R$ 21,82;21/10/2023;Outubro;2023
1033;F;Usuário_583;70;usuario583@exemplo.com;+55 38016-6736;R$ 182.209,20;R$ 946,00;8;Sudeste;10;R$ 15.184,10;R$ 94,60;20/06/2022;Junho;2022
677;M;Usuário_677;62;usuario677@exemplo.com;+55 39997-1906;R$ 27.666,53;R$ 7.164;8,9;Sul;9;R$ 2.305,54;R$ 796,02;05/09/2023;Setembro;2023
648;F;Usuário_648;38;usuario648@exemplo.com;+55 51836-2014;R$ 80.955,13;R$ 15.132;2,2;Nordeste;1;R$ 6.746,26;R$ 15.132,09;04/04/2020;Abril;2020
28;F;�di;32;�di@email.com;(53) 67510-7230;R$ 52.000,00;360;8,3;Norte;18;R$ 4.333,33;R$ 20,00;23/10/2023;Outubro;2023
387;F;Usuário_387;51;usuario387@exemplo.com;+55 75316-3116;R$ 65.196,11;R$ 16.684;6,9;Nordeste;10;R$ 5.433,01;R$ 1.668,45;17/05/2021;Maio;2021
1127;M;Usuário_677;62;usuario677@exemplo.com;+55 39997-1906;R$ 27.666,53;R$ 312,00;1,8;Sul;9;R$ 2.305,54;R$ 34,67;05/09/2023;Setembro;2023
323;F;Usuário_323;18;usuario323@exemplo.com;+55 31096-5627;R$ 30.805,40;R$ 16.050;4,8;Centro-Oeste;9;R$ 2.567,12;R$ 1.783,28;02/05/2018;Maio;2018
837;F;Usuário_387;51;usuario387@exemplo.com;+55 75316-3116;R$ 65.196,11;R$ 829,00;9,2;Nordeste;10;R$ 5.433,01;R$ 82,90;17/05/2021;Maio;2021
1098;F;Usuário_648;38;usuario648@exemplo.com;+55 51836-2014;R$ 80.955,13;R$ 91,00;2,2;Nordeste;1;R$ 6.746,26;R$ 91,00;04/04/2020;Abril;2020
469;M;Usuário_469;26;usuario469@exemplo.com;+55 48047-7090;R$ 153.353,10;R$ 11.995;10;Sul;2;R$ 12.779,43;R$ 5.997,30;06/06/2021;Junho;2021
773;F;Usuário_323;18;usuario323@exemplo.com;+55 31096-5627;R$ 30.805,40;R$ 654,00;6;Centro-Oeste;9;R$ 2.567,12;R$ 72,67;02/05/2018;Maio;2018
278;F;Usuário_278;36;usuario278@exemplo.com;+55 95430-3593;R$ 44.329,40;R$ 18.505;4,7;Centro-Oeste;3;R$ 3.694,12;R$ 6.168,20;02/05/2019;Maio;2019
544;F;Usuário_544;64;usuario544@exemplo.com;+55 36525-1688;R$ 144.834,93;R$ 163;2,5;Sul;8;R$ 12.069,58;R$ 20,33;05/04/2020;Abril;2020
919;M;Usuário_469;26;usuario469@exemplo.com;+55 48047-7090;R$ 153.353,10;R$ 992,00;8,4;Sul;2;R$ 12.779,43;R$ 496,00;06/06/2021;Junho;2021
640;M;Usuário_640;68;usuario640@exemplo.com;+55 12986-1902;R$ 175.267,53;R$ 9.635;5,1;Sudeste;5;R$ 14.605,63;R$ 1.926,98;09/06/2021;Junho;2021
1090;M;Usuário_640;68;usuario640@exemplo.com;+55 12986-1902;R$ 175.267,53;R$ 288,00;7,2;Sudeste;5;R$ 14.605,63;R$ 57,60;09/06/2021;Junho;2021
994;F;Usuário_544;64;usuario544@exemplo.com;+55 36525-1688;R$ 144.834,93;R$ 3,00;1,2;Sul;8;R$ 12.069,58;R$ 0,38;05/04/2020;Abril;2020
728;F;Usuário_278;36;usuario278@exemplo.com;+55 95430-3593;R$ 44.329,40;R$ 170,00;5;Centro-Oeste;3;R$ 3.694,12;R$ 56,67;02/05/2019;Maio;2019
246;F;Usuário_246;64;usuario246@exemplo.com;+55 22250-5225;R$ 29.800,52;R$ 2.585;5,9;Nordeste;3;R$ 2.483,38;R$ 861,51;08/05/2019;Maio;2019
696;F;Usuário_246;64;usuario246@exemplo.com;+55 22250-5225;R$ 29.800,52;R$ 725,00;7,5;Nordeste;3;R$ 2.483,38;R$ 241,67;08/05/2019;Maio;2019
420;M;Usuário_420;35;usuario420@exemplo.com;+55 21257-6827;R$ 26.944,87;R$ 1.777;5,4;Centro-Oeste;6;R$ 2.245,41;R$ 296,10;02/06/2022;Junho;2022
423;M;Usuário_423;50;usuario423@exemplo.com;+55 90194-6311;R$ 151.367,57;R$ 13.239;2,1;Centro-Oeste;10;R$ 12.613,96;R$ 1.323,91;12/06/2021;Junho;2021
580;F;Usuário_580;58;usuario580@exemplo.com;+55 91871-8210;R$ 188.049,12;R$ 9.442;2,5;Sudeste;6;R$ 15.670,76;R$ 1.573,64;06/04/2020;Abril;2020
1030;F;Usuário_580;58;usuario580@exemplo.com;+55 91871-8210;R$ 188.049,12;R$ 370,00;6;Sudeste;6;R$ 15.670,76;R$ 61,67;06/04/2020;Abril;2020
238;M;Joachim;32;Joachim@email.com;(95) 91510-2561;R$ 52.000,00;360;2;Oeste;18;R$ 4.333,33;R$ 20,00;06/09/2023;Setembro;2023
870;M;Usuário_420;35;usuario420@exemplo.com;+55 21257-6827;R$ 26.944,87;R$ 814,00;4;Centro-Oeste;6;R$ 2.245,41;R$ 135,67;02/06/2022;Junho;2022
873;M;Usuário_423;50;usuario423@exemplo.com;+55 90194-6311;R$ 151.367,57;R$ 731,00;5,1;Centro-Oeste;10;R$ 12.613,96;R$ 73,10;12/06/2021;Junho;2021
586;F;Usuário_586;27;usuario586@exemplo.com;+55 88396-8220;R$ 135.901,49;R$ 3.585;8,8;Centro-Oeste;1;R$ 11.325,12;R$ 3.585,15;06/05/2018;Maio;2018
1036;F;Usuário_586;27;usuario586@exemplo.com;+55 88396-8220;R$ 135.901,49;R$ 241,00;1,6;Centro-Oeste;1;R$ 11.325,12;R$ 241,00;06/05/2018;Maio;2018
579;F;Usuário_579;48;usuario579@exemplo.com;+55 60018-4047;R$ 169.306,92;R$ 4.243;7,5;Nordeste;2;R$ 14.108,91;R$ 2.121,62;08/04/2020;Abril;2020
1029;F;Usuário_579;48;usuario579@exemplo.com;+55 60018-4047;R$ 169.306,92;R$ 140,00;2,3;Nordeste;2;R$ 14.108,91;R$ 70,00;08/04/2020;Abril;2020
261;M;Usuário_261;46;usuario261@exemplo.com;+55 83918-5834;R$ 168.343,04;R$ 9.675;7,2;Sul;5;R$ 14.028,59;R$ 1.934,99;11/04/2020;Abril;2020
711;M;Usuário_261;46;usuario261@exemplo.com;+55 83918-5834;R$ 168.343,04;R$ 859,00;7,3;Sul;5;R$ 14.028,59;R$ 171,80;11/04/2020;Abril;2020
95;M;Den�lson;27;Den�lson@email.com;(52) 32202-4267;R$ 43.000,00;230;8,3;Norte;14;R$ 3.583,33;R$ 16,43;07/09/2023;Setembro;2023
609;M;Usuário_609;23;usuario609@exemplo.com;+55 92687-3631;R$ 160.844,25;R$ 18.907;7,5;Sudeste;7;R$ 13.403,69;R$ 2.700,97;07/09/2023;Setembro;2023
294;F;Usuário_294;28;usuario294@exemplo.com;+55 11866-1575;R$ 137.443,78;R$ 7.913;6,3;Sul;11;R$ 11.453,65;R$ 719,37;17/06/2021;Junho;2021
368;M;Usuário_368;37;usuario368@exemplo.com;+55 54972-5395;R$ 78.302,45;R$ 9.411;8,7;Norte;4;R$ 6.525,20;R$ 2.352,65;09/05/2018;Maio;2018
368;M;Usuário_368;37;usuario368@exemplo.com;+55 54972-5395;R$ 78.302,45;R$ 9.411;8,7;Norte;4;R$ 6.525,20;R$ 2.352,65;09/06/2018;Junho;2018
488;M;Usuário_488;31;usuario488@exemplo.com;+55 86979-9344;R$ 194.891,08;R$ 15.484;4,7;Sul;11;R$ 16.240,92;R$ 1.407,62;12/07/2022;Julho;2022
744;F;Usuário_294;28;usuario294@exemplo.com;+55 11866-1575;R$ 137.443,78;R$ 805,00;7,6;Sul;11;R$ 11.453,65;R$ 73,18;17/06/2021;Junho;2021
79;F;Chris�ngella;50;Chris�ngella@email.com;(74) 56799-6329;R$ 70.000,00;600;7,6;Oeste;25;R$ 5.833,33;R$ 24,00;28/10/2023;Outubro;2023
1063;M;Usuário_613;55;usuario613@exemplo.com;+55 78841-9036;R$ 179.333,19;R$ 103,00;7,2;Norte;6;R$ 14.944,43;R$ 17,17;13/04/2019;Abril;2019
818;M;Usuário_368;37;usuario368@exemplo.com;+55 54972-5395;R$ 78.302,45;R$ 749,00;4;Norte;4;R$ 6.525,20;R$ 187,25;09/05/2018;Maio;2018
671;F;Usuário_671;53;usuario671@exemplo.com;+55 92326-3248;R$ 109.567,33;R$ 7.180;4,4;Norte;1;R$ 9.130,61;R$ 7.180,15;13/04/2020;Abril;2020
343;M;Usuário_343;33;usuario343@exemplo.com;+55 53903-2879;R$ 103.726,93;R$ 4.438;4,3;Sul;1;R$ 8.643,91;R$ 4.438,27;20/06/2021;Junho;2021
1121;F;Usuário_671;53;usuario671@exemplo.com;+55 92326-3248;R$ 109.567,33;R$ 925,00;2,9;Norte;1;R$ 9.130,61;R$ 925,00;13/04/2020;Abril;2020
563;M;Usuário_563;68;usuario563@exemplo.com;+55 85650-8516;R$ 29.137,88;R$ 13.323;2,3;Nordeste;7;R$ 2.428,16;R$ 1.903,25;17/04/2019;Abril;2019
590;F;Usuário_590;41;usuario590@exemplo.com;+55 25158-9462;R$ 157.793,81;R$ 18.426;7,3;Norte;9;R$ 13.149,48;R$ 2.047,36;17/05/2019;Maio;2019
1059;M;Usuário_609;23;usuario609@exemplo.com;+55 92687-3631;R$ 160.844,25;R$ 529,00;6,2;Sudeste;7;R$ 13.403,69;R$ 75,57;07/09/2023;Setembro;2023
639;M;Usuário_639;54;usuario639@exemplo.com;+55 94665-8729;R$ 163.159,87;R$ 159;1,4;Sul;8;R$ 13.596,66;R$ 19,85;17/04/2019;Abril;2019
1013;M;Usuário_563;68;usuario563@exemplo.com;+55 85650-8516;R$ 29.137,88;R$ 439,00;7,8;Nordeste;7;R$ 2.428,16;R$ 62,71;17/04/2019;Abril;2019
441;F;Usuário_441;59;usuario441@exemplo.com;+55 71167-6220;R$ 75.398,94;R$ 18.488;4,8;Sul;12;R$ 6.283,25;R$ 1.540,66;15/05/2018;Maio;2018
684;F;Usuário_684;51;usuario684@exemplo.com;+55 66965-5295;R$ 175.240,51;R$ 178;3;Centro-Oeste;7;R$ 14.603,38;R$ 25,42;18/04/2020;Abril;2020
1134;F;Usuário_684;51;usuario684@exemplo.com;+55 66965-5295;R$ 175.240,51;R$ 499,00;6,5;Centro-Oeste;7;R$ 14.603,38;R$ 71,29;18/04/2020;Abril;2020
367;F;Usuário_367;66;usuario367@exemplo.com;+55 64407-2263;R$ 167.369,11;R$ 14.651;2,7;Nordeste;12;R$ 13.947,43;R$ 1.220,90;20/04/2020;Abril;2020
447;F;Usuário_447;58;usuario447@exemplo.com;+55 59994-4706;R$ 38.517,29;R$ 12.542;7,1;Centro-Oeste;4;R$ 3.209,77;R$ 3.135,50;20/04/2020;Abril;2020
68;M;Chadi;50;Chadi@email.com;(58) 53441-1252;R$ 70.000,00;600;7,1;Norte;25;R$ 5.833,33;R$ 24,00;09/09/2023;Setembro;2023
891;F;Usuário_441;59;usuario441@exemplo.com;+55 71167-6220;R$ 75.398,94;R$ 462,00;5,7;Sul;12;R$ 6.283,25;R$ 38,50;15/05/2018;Maio;2018
1040;F;Usuário_590;41;usuario590@exemplo.com;+55 25158-9462;R$ 157.793,81;R$ 602,00;5;Norte;9;R$ 13.149,48;R$ 66,89;17/05/2019;Maio;2019
511;M;Usuário_511;42;usuario511@exemplo.com;+55 43647-8965;R$ 170.025,01;R$ 12.794;8,9;Sudeste;4;R$ 14.168,75;R$ 3.198,51;18/05/2018;Maio;2018
1089;M;Usuário_639;54;usuario639@exemplo.com;+55 94665-8729;R$ 163.159,87;R$ 372,00;6,7;Sul;8;R$ 13.596,66;R$ 46,50;17/04/2019;Abril;2019
505;F;Usuário_505;59;usuario505@exemplo.com;+55 16185-3807;R$ 27.782,81;R$ 824;5;Nordeste;5;R$ 2.315,23;R$ 164,77;28/05/2019;Maio;2019
817;F;Usuário_367;66;usuario367@exemplo.com;+55 64407-2263;R$ 167.369,11;R$ 806,00;4;Nordeste;12;R$ 13.947,43;R$ 67,17;20/04/2020;Abril;2020
897;F;Usuário_447;58;usuario447@exemplo.com;+55 59994-4706;R$ 38.517,29;R$ 8,00;1,2;Centro-Oeste;4;R$ 3.209,77;R$ 2,00;20/04/2020;Abril;2020
535;M;Usuário_535;64;usuario535@exemplo.com;+55 61040-2037;R$ 169.143,10;R$ 10.147;8,4;Nordeste;10;R$ 14.095,26;R$ 1.014,66;12/07/2022;Julho;2022
499;F;Usuário_499;45;usuario499@exemplo.com;+55 56353-5644;R$ 122.994,48;R$ 16.266;5,2;Nordeste;6;R$ 10.249,54;R$ 2.710,95;01/05/2020;Maio;2020
949;F;Usuário_499;45;usuario499@exemplo.com;+55 56353-5644;R$ 122.994,48;R$ 194,00;6,3;Nordeste;6;R$ 10.249,54;R$ 32,33;01/05/2020;Maio;2020
486;F;Usuário_486;54;usuario486@exemplo.com;+55 89686-6466;R$ 179.169,40;R$ 14.007;5,4;Sul;10;R$ 14.930,78;R$ 1.400,70;24/06/2022;Junho;2022
961;M;Usuário_511;42;usuario511@exemplo.com;+55 43647-8965;R$ 170.025,01;R$ 411,00;3,1;Sudeste;4;R$ 14.168,75;R$ 102,75;18/05/2018;Maio;2018
936;F;Usuário_486;54;usuario486@exemplo.com;+55 89686-6466;R$ 179.169,40;R$ 876,00;2,4;Sul;10;R$ 14.930,78;R$ 87,60;24/06/2022;Junho;2022
306;M;Usuário_306;42;usuario306@exemplo.com;+55 70556-8220;R$ 73.064,32;R$ 16.477;7;Nordeste;9;R$ 6.088,69;R$ 1.830,80;23/04/2019;Abril;2019
793;M;Usuário_343;33;usuario343@exemplo.com;+55 53903-2879;R$ 103.726,93;R$ 773,00;6;Sul;1;R$ 8.643,91;R$ 773,00;20/06/2021;Junho;2021
504;F;Usuário_504;47;usuario504@exemplo.com;+55 97973-8353;R$ 173.610,95;R$ 10.845;8;Norte;11;R$ 14.467,58;R$ 985,90;21/05/2018;Maio;2018
955;F;Usuário_505;59;usuario505@exemplo.com;+55 16185-3807;R$ 27.782,81;R$ 408,00;9,8;Nordeste;5;R$ 2.315,23;R$ 81,60;28/05/2019;Maio;2019
